data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,5,157293294,28.000,1,13964781
2022,5,157293394,2.100,1,13964790
2022,5,156055996,2146.000,1,13789617
2022,5,157293413,1.000,1,13964794
2022,5,161321730,1.000,1,14523956
2022,4,156057601,14.000,1,13789747
2022,5,156056735,2.000,1,13789662
2022,12,157293411,0.500,1,13964793
2022,5,157293307,1.000,1,13964782
2022,5,156057322,17.820,1,13789724
2022,5,157293379,0.500,1,13964789
2022,5,156057357,3.700,1,13789730
2022,5,157293445,505.500,1,13964797
2022,5,156055906,6.500,1,13789614
2022,5,157293329,13.000,1,13964784
2022,5,156057222,2.300,1,13789718
2022,5,156057407,5.900,1,13789735
2022,1,156056050,0.700,1,13789622
2022,5,156056124,9.000,1,13789630
2022,5,156056874,4.000,1,13789673
2022,2,157293287,1.000,1,13964780
2022,16,157293311,10.000,9,13964783
2022,5,157438851,2.500,1,13984718
2022,5,156056116,1.000,9,13789629
2022,8,156057675,1.000,9,13789752
2022,8,156056643,1.000,9,13789658
2022,8,156056518,0.500,9,13789650
2022,5,156056166,48.400,1,13789631
2022,12,157438778,3.000,1,13984704
2022,5,156056083,3.100,1,13789625
2022,4,156056434,0.300,1,13789647
2022,5,156057025,16.000,1,13789702
2022,5,157438807,1.000,11,13984709
2022,5,156056249,1.900,1,13789637
2022,8,156057820,2.000,9,13789772
2022,5,157024236,0.500,1,13923621
2022,5,156056620,1.000,1,13789656
2022,1,157438734,1.000,1,13984692
2022,5,156060133,38.500,1,13789945
2022,5,156057672,0.500,1,13789751
2022,5,156057808,1.400,1,13789771
2022,13,157438673,20.000,9,13984684
2022,5,156058255,1.000,1,13789812
2022,2,156056353,1.000,9,13789642
2022,5,156056177,3.700,1,13789633
2022,5,156056034,2.600,1,13789619
2022,5,156056961,0.710,1,13789689
2022,5,156057440,2.000,1,13789737
2022,5,157438872,1.000,7,13984723
2022,5,157438795,15.000,4,13984708
2022,5,157438826,1.000,1,13984714
